meaning,name
"- noun
+ cụm, chùm, đống
+ giá sách, kho sách
- verb
+ chất thành đống
",stack
"- adjective
+ vững chắc
+ kiên định
+ vững vàng
+ ổn định, bền
- noun
+ chuồng ngựa
+ cơ sở luyện ngựa đua
",stable
"- noun or noun plural
+ nhân viên
- verb
+ cung cấp cán bộ nhân viên cho
- noun
+ khuông nhạc
",staff
"- noun
+ sân vận động
",stadium
"- noun
+ sự ổn định, sự kiên định
",stability
"- noun
",stabilization
"- adjective
+ rất nhói và đột ngột như dao đâm
",stabbing
"- noun
+ đấu thủ xuất phát trong một cuộc đua
+ người ra lệnh xuất phát trong một cuộc đua
+ bộ khởi động
",starter
"- written abbreviation
+ phố
+ thánh
",St
"- verb
+ đâm ai bằng dao găm
- noun
+ sự đâm bằng dao, vết thương do dao đâm
",stab
"- noun
+ phòng hội đồng
",staffroom
"- adverb
",straightforwardly
"- noun
",straightness
"- phrasal verb
+ ngồi thẳng lên
+ dọn phòng
",straighten up
"- noun
",straightforwardness
"- adjective
+ không phức tạp, không khó khăn
+ thẳng thắn, minh bạch
",straightforward
"- verb
+ làm cho thẳng
",straighten
"- phrasal verb
+ thẳng ra
+ làm cho rõ ràng
",straighten out
"- noun
+ cuộc thảo luận thẳng thắn
",straight talking
"- noun
+ người không đi theo hàng lối
",straggler
"- adverb
+ không do dự
",straight off
"- adjective
+ rời rạc, không theo hàng lối
",straggly
"- verb
+ lan ra một cách lung tung
+ đi lộn xộn
",straggle
"- adverb
+ ngay lập tức
",straight away
"- noun
+ người đi tàu, máy bay lậu vé
",stowaway
"- adjective
+ thẳng
+ trung thực, thật thà
+ ngay ngắn, phẳng
+ gọn gàng, ngăn nắp
+ không phức tạp
+ nghiêm nghị, không cười
+ thuộc loại thông thường
- adverb
+ trực tiếp, thẳng
+ thẳng, một mạch
+ trung thực và thành thật
- noun
+ chỗ thẳng
",straight
"- noun
+ bếp lò, lò sưởi
",stove
"- noun
+ câu chuyện
+ lời nói dối
",story
"- adjective
+ can đảm
",stout-hearted
"- phrasal verb
+ lậu vé
+ cất giấu
",stow away
"- noun
",storminess
"- adjective
+ có bão
+ ào ạt , sôi nổi
",stormy
"- adjective
+ khỏe, bền
+ dũng cảm
+ mập mạp
- noun
+ loại bia đen, nặng
",stout
"- verb
+ xếp gọn
",stow
"- noun
+ cơn giông tố, bão
+ cơn, trận
- verb
+ quát tháo
+ xông vào, lao ra
+ đột chiếm
",storm
"- adverb
",stormily
"- adjective
+ không đi được vì bão
",stormbound
"- noun
+ con cò
",stork
"- suffix
",-storeyed
"- noun
+ chủ cửa hàng
",storekeeper
"- noun
+ tầng
",storey
"- phrasal verb
+ bắt đầu một chuyến đi
+ bắt đầu làm, nói cái gì
",start off
"- phrasal verb
+ bắt đầu một chuyến đi
",start out
"- phrasal verb
+ khởi động
",start up
"- verb
+ khởi hành
+ bắt đầu công việc
+ khởi động
+ bắt đầu làm
- noun
+ lúc bắt đầu
+ lợi thế xuất phát trước trong một cuộc đua
- verb
+ giật mình, nhảy lên đột ngột
- noun
+ sự giật nảy người
+ sự giật mình
",start
"- adjective
+ giống hình sao
",starry
"- adjective
+ được chiếu sáng bằng các ngôi sao
",starlit
"- noun
+ chim sáo đá
",starling
"- adjective
+ điên hoàn toàn
",stark crazy/mad
"- adjective
+ trần như nhộng
",stark naked
"- noun
+ được chiếu sáng bằng các ngôi sao
",starlight
"- adjective
+ hoang vắng, trơ trụi
",stark
"- noun
+ sao biển
",starfish
"- noun
+ quả khế
",starfruit
"- verb
+ nhìn chằm chằm
- noun
+ sự , cái nhìn chằm chằm
",stare
"- noun
+ cương vị là diễn viên nổi tiếng
",stardom
"- adjective
+ có nhiều tinh bột
",starchy
"- noun
+ tinh bột
+ hồ
- verb
+ hồ vải, làm cứng
",starch
"- noun
+ mạn tàu
",starboard
"- noun
+ tiết mục chính, phần hấp dẫn nhất
",star turn
"- noun
+ cung hoàng đạo
",star sign
"- noun
+ ngôi sao
+ tinh tú
+ vật hình sao, trang trí ngôi sao
+ ngôi sao điện ảnh
- verb
+ đóng vai chính
+ có đóng vai chính
",star
"- noun
+ chỗ đứng
",standing-room
"- noun
+ mặt hàng chủ lực
+ nguyên liệu
- noun
+ ghim dập, đinh kẹp
+ dây thép dập sách
- verb
+ đóng bằng đinh kẹp
",staple
"- noun
+ cái dập ghim
",stapler
"- noun
+ quan điểm, lập trường
",standpoint
"- verb
+ tiêu chuẩn hóa
",standardize
"- noun
",starchiness
"- adjective
+ thường trực, vĩnh cửu
- noun
+ sự lâu dài, khoảng thời gian
+ danh tiếng, địa vị
",standing
"- noun
",standardization
"- noun
+ người đóng vai phụ, người đóng thế
- phrasal verb
+ đại diện cho
",stand-in
"- noun
+ sẵn sàng tuân lệnh, trực chiến
+ vật sẵn sàng thay thế trong trường hợp khẩn cấp
- adjective
+ dự phòng, dự trữ
- adverb
+ dự phòng, dự trữ
- phrasal verb
+ đứng nhìn mà không làm gì
+ thực hiện, thi hành
+ bênh vực, ủng hộ
",stand-by
"- noun
+ mức sống
",standard of living
"- noun
+ chuẩn
+ trình độ, mức
+ cờ nghi thức đặc biệt
- adjective
+ thông thường
",standard
"- noun
+ người cầm cờ
",standard-bearer
"- phrasal verb
+ dũng cảm đương đầu với
",stand up to
"- phrasal verb
+ về phe với, ủng hộ
",stand up for
"- phrasal verb
+ quản lí chặt chẽ
",stand over
"- noun
+ nút, nút chai
",stopper
"- noun
+ chất trám răng
",stopping
"- noun
+ sự tắc nghẽn
",stoppage
"- noun
+ khóa, van
",stopcock
"- phrasal verb
+ nổi bật lên
+ chống lại, kiên trì chống cự
",stand out
"- noun
+ đồng hồ bấm giờ
",stopwatch
"- noun
+ người, vật thay thế tạm thời, lấp chỗ trống
",stopgap
"- phrasal verb
+ lấp
",stop up
"- phrasal verb
+ ngừng lại , đỗ lại
",stop over
"- verb
+ cúi xuông, cúi khom
+ hạ thấp phẩm giá
- noun
+ tư thế khom của cơ thể
",stoop
"- phrasal verb
+ đỗ lại, nghỉ lại
",stop off
"- adjective
",stooped
"- verb
+ dừng , ngừng lại
+ chặn, ngăn chặn
+ ngừng, thôi
+ bịt lại, nút lại
+ bấm dây đàn, lỗ sáo
+ lưu lại ở lại
- noun
+ sự ở lại, sự lưu lại
+ bến xe
+ dấu chấm câu
+ nút bấm
+ cái nêm
",stop
"- noun
+ ghế đẩu
",stool
"- phrasal verb
+ ủng hộ cái gì
+ là chữ viết tắt của cái gì
+ đại diện cho cái gì
+ tha thứ
",stand for
"- phrasal verb
+ rút lui
",stand down
"- adverb
",stingily
"- phrasal verb
+ lùi lại
",stand back
"- phrasal verb
+ nhường chỗ, đứng qua một bên
",stand aside
"- noun
+ vòi, răng độc
+ sự đốt, sự châm
+ sự đau nhói
- verb
+ châm, đốt
+ nhức nhối, đau đớn
",sting
"- noun
+ tác nhân kích thích
+ sự khuyến khích
",stimulus
"- noun
",stimulation
"- verb
+ khuấy động, khuyến khích
",stimulate
"- noun plural
+ cột nhà sàn
+ cà kheo
",stilts
"- adjective
+ khuấy động, khuyến khích
",stimulating
"- noun
+ chất kích thích
",stimulant
"- noun
",stillness
"- adjective
+ chết non
",stillborn
"- noun
+ tĩnh vật
+ tranh tĩnh vật
",still life
"- noun
+ giày cao gót
+ gót cao của giày cao gót
+ dao găm nhỏ
",stiletto
"- adjective
+ đứng yên, phẳng lặng
+ không có ga, không sủi bọt
- noun
+ bức ảnh về một cảnh của bộ phim
- adverb
+ vẫn còn
+ mặc dù vậy, tuy nhiên
+ thậm chí
",still
"- noun
+ bậc trèo
",stile
"- verb
+ làm ngột ngạt, khó thở
+ dập tắt, thổi tắt
+ kiềm chế
",stifle
"- noun
+ điều sỉ nhục
+ đầu nhụy
",stigma
"- noun
",stiffness
"- adverb
",stiffly
"- adjective
+ ngột ngạt, khó thở
",stifling
"- noun
+ chất hồ cứng
",stiffening
"- noun
+ người bảo thủ, chậm tiến
",stick-in-the-mud
"- adjective
+ dính, nhớp nháp
+ khó khăn, vụng về
",sticky
"- verb
+ làm cứng, củng cố
",stiffen
"- noun
",stickiness
"- adverb
",stickily
"- adjective
+ cứng
+ cứng rắn
+ đặc, quánh
+ khó làm, khó khăn
+ thổi mạnh
+ không thân mật
",stiff
"- noun
+ nhãn dính có hình
",sticker
"- phrasal verb
+ bênh vực
",stick up for
"- phrasal verb
+ bám lấy, kiên trì
",stick to
"- phrasal verb
+ chìa ra, nhô ra
+ dễ nhận thấy
",stick out
"- phrasal verb
+ gắn bó với nhau
+ trung thành và đoàn kết
",stick together
"- phrasal verb
+ trung thành với
",stick by
"- phrasal verb
+ chịu đựng đến cùng
",stick it out
"- phrasal verb
+ miệt mài làm
",stick at
"- verb
+ đâm, thọc, chọc
+ cắm
+ dán, dính
+ làm sa lầy, làm vướng mắc
- noun
+ que củi
+ cái gậy
+ cán
",stick
"- noun
+ hợp chất steroid
",steroid
"- noun
+ xương ức
",sternum
"- noun
+ ống nghe
",stethoscope
"- noun
+ công nhân bốc vác
",stevedore
"- noun
+ người phục vụ, chiêu đãi viên
+ người quản gia
+ người quản lý bếp ăn
+ người quản lý
",steward
"- noun
",sternness
"- verb
+ hầm, ninh
- noun
+ món hầm
",stew
"- adverb
",sternly
"- verb
+ triệt sản
+ khử trùng
",sterilize
"- phrasal verb
+ duỗi thẳng ra, bước dài bước
",stretch out
"- noun
+ người kéo
",stretcher
"- noun
+ đồng bảng Anh
- adjective
+ thât, đúng tuổi
+ có chân giá trị
",sterling
"- noun
",sterilization
"- adjective
+ nghiêm nghị, nghiêm khắc
- noun
+ đuôi tàu
",stern
"- verb
+ kéo dài ra, duỗi ra
+ trải ra, chạy dài ra
- noun
+ sự duỗi ra, sự bị kéo dài ra
+ khoảng, thời gian kéo dài liên tục
",stretch
"- adjective
+ rất cố gắng, hăng hái
",strenuous
"- noun
+ dấu để trỏ trọng âm
",stress mark
"- adjective
+ căng thẳng
",stressful
"- adjective
+ bị căng thẳng
+ bị nhấn
",stressed
"- adverb
",strenuously
"- verb
+ củng cố, tăng cường
",strengthen
"- noun
+ sự căng thẳng
+ ứng suất
+ trọng âm
- verb
+ nhấn mạnh
",stress
"- noun
+ sức mạnh, sức bền
+ số quân hiện có
",strength
"- noun
+ danh mục đường phố
",street directory
"- noun
+ dòng suối
+ dòng, luồng
+ chiều nước chảy
+ lớp, phân lớp
- verb
+ chảy, tuôn ra
+ đưa vào lớp cùng trình độ
",stream
"- adjective
+ có dáng thuôn, có dáng khí động
+ được sắp xếp, tổ chức đầy đủ
",streamlined
"- noun
+ đường phố
+ phố
",street
"- noun
+ biểu ngữ, cờ giải
",streamer
"- noun
+ xe điện
",streetcar
"- adjective
+ đầy những vết sọc
",streaky
"- noun
+ đường, sọc, vệt
+ tính nết
- verb
+ đánh dấu cái gì bằng những đường sọc, vệt
+ di chuyển rất nhanh
",streak
"- noun
+ chiến lược
+ sự vạch kế hoạch
",strategy
"- noun
+ rơm
+ cọng, mẩu rơm
+ nống hút
",straw
"- noun
+ quả, cây dâu tây
",strawberry
"- adjective
",stratospheric
"- verb
+ đi lang thang, đi lạc
- noun
+ gia súc bị lạc
- adjective
+ lạc, mất
+ tản mạn, lác đác
",stray
"- noun
+ tầng bình lưu
+ vọt lên mây
",stratosphere
"- noun
+ chiến lược gia
",strategist
"- adverb
",strategically
"- adjective
",strategic
"- noun
",strangulation
"- noun
+ mưu mẹo
",stratagem
"- adjective
+ vạm vỡ
",strapping
"- verb
+ siết cổ, bóp nghẹt
",strangle
"- phrasal verb
+ băng
",strap up
"- noun
+ người lạ
+ người xa lạ
",stranger
"- noun
+ dây, quai
+ đai
- verb
+ đánh bằng roi da
+ buộc bằng dây da
",strap
"- phrasal verb
+ gi cái gì yên một chỗ
",strap in
"- adverb
",strangely
"- noun
",strangeness
"- adjective
+ quá khắt khe, câu nệ
",strait-laced
"- adjective
+ xa lạ
+ lạ thường, lập dị
",strange
"- noun
+ áo bó
",strait-jacket
"- verb
+ đi dạo, đi tản bộ
- noun
+ sự đi dạo, sự đi tản bộ
",stroll
"- noun
+ eo biển
+ tình cảnh khó khăn
",strait
"- verb
+ ráng sức
+ căng ra
+ làm căng thẳng
+ lọc
- noun
+ trạng thái căng
+ sự căng thẳng
+ căng cơ
+ đòi hỏi lớn
- noun
+ giống, dòng dõi
+ khuynh, chiều hướng
+ điệu, giai điệu
",strain
"- noun
+ thiết bị lọc
",strainer
"- phrasal verb
+ lọc nước
",strain off
"- verb
+ phấn đấu, đấu tranh
",strive
"- noun
+ cú đánh, đòn, nhát
+ hành động hoặc việc xảy ra duy nhất thành công
+ tiếng chuông đồng hồ
+ nét bút
+ sải, nhịp chèo
+ kiểu bơi
+ nỗ lực hay hành động
+ đột quỵ
- verb
+ vuốt ve
- noun
+ sự vuốt ve
",stroke
"- noun
+ thanh niên mới lớn
",stripling
"- noun
+ sọc vằn, viền
+ vạch quân hàm, lon
",stripe
"- noun
+ đèn ống huỳnh quang dài
",strip-lighting
"- adjective
+ gượng ép
",strained
"- adjective
+ có sọc, có vằn
",striped
"- phrasal verb
+ cởi quần áo
",strip off
"- adjective
+ có nhiều thớ, sợi
",stringy
"- adjective
+ có sọc, có vằn
",stripy
"- noun
+ truyện tranh vui
",strip cartoon
"- noun plural
+ đàn dây
",strings
"- noun
",stringiness
"- adverb
",stringently
"- verb
+ tước, lột
+ cởi quần áo
+ dọn sạch, chuyển đi
+ tước, lột, lấy đi
- noun
+ mảnh
+ truyện tranh vui
+ quần áo có màu sắc riêng của đội bóng đá
",strip
"- noun
+ thoát y vũ
- adjective
",striptease
"- noun
+ sự nghiêm ngặt, nghiêm khắc
+ sự khan hiếm (tiền)
",stringency
"- adjective
+ nghiêm ngặt, nghiêm khắc
",stringent
"- noun
+ nhạc cụ dây
",string instrument
"- noun
+ cây đậu tây, quả đậu tây
",string bean
"- adverb
",strikingly
"- phrasal verb
+ kéo dài ra
",string out
"- adjective
+ nổi bật, gây ấn tượng
",striking
"- noun
+ dây, sợi xe
+ thớ, mớ
+ dây đàn
+ chuỗi, chùm, túm…
- verb
+ buộc bằng dây, treo bằng dây
+ lên, căng
+ tước bỏ xơ
+ treo cổ ai
",string
"- noun
+ người bãi công
+ tiền đạo
",striker
"- phrasal verb
+ cất tiếng hát, bắt đầu cử một bản nhạc
+ làm quen
",strike up
"- adjective
+ chìm, ngập
",submerged
"- phrasal verb
+ gạch bỏ, xóa bỏ
+ đấm, vung
",strike out
"- noun
",submergence
"- noun
+ tàu ngầm
- adjective
+ dưới mặt biển
",submarine
"- verb
+ dìm, nhận chìm
",submerge
"- noun
",sublimity
"- adverb
",sublimely
"- adjective
+ hùng vĩ, tuyệt vời
",sublime
"- verb
+ chế ngự
",sublimate
"- noun
",sublimation
"- adjective
+ chủ quan, thuộc chủ ngữ
",subjective
"- noun
",subjection
"- noun
+ chủ đề
",subject matter
"- noun
+ tiểu lục địa
",subcontinent
"- verb
+ chia nhỏ ra
",subdivide
"- adjective
+ dịu, khẽ
",subdued
"- noun
+ sự chia nhỏ ra
+ miền, vùng
+ khu vực
",subdivision
"- verb
+ chinh phục , khuất phục
",subdue
"- noun
+ nhà thầu phụ
",subcontractor
"- adverb
",subconsciously
"- adverb
",subjectively
"- noun
+ sĩ quan dưới cấp đại úy
",subaltern
"- adjective
+ tiềm thức, thuộc tiềm thức
",subconscious
"- noun
+ thiếu úy
",sub-lieutenant
"- noun
",suaveness
"- noun
+ viết tắt cho cấp dưới, tàu ngầm vv
- prefix
+ dưới
+ dưới mức
+ một phần
+ ít quan trọng hơn
+ phía nam
",sub
"- noun
",suavity
"- noun
+ tiểu ban
",subcommittee
"- adjective
+ ngọt ngào, khéo léo
",suave
"- adverb
",suavely
"- noun
+ keo dính
",Styrofoam
"- noun
",stylishness
"- noun
+ kim máy hát
",stylus
"- noun
+ vn phong, phong cách, loại
+ thời trang
+ nét đặc trưng
+ vòi nhụy
- verb
+ tạo mẫu, tạo dáng
+ thiết kế theo một phong cách nào đó
",style
"- noun
+ nhà tạo mẫu
",stylist
"- noun
+ người nói lắp
",stutterer
"- adverb
",stylishly
"- noun
+ chuồng heo
- noun
+ cái lẹo
",sty
"- adjective
+ đặc sắc, hợp thời trang
",stylish
"- verb
+ nói lắp, cà lăm
- noun
+ tật nói lắp
",stutter
"- noun
+ cá tầm
",sturgeon
"- verb
+ làm cho ai ngớ ngẩn, sửng sốt
",stupefy
"- adverb
",sturdily
"- noun
",sturdiness
"- noun
",stupefaction
"- noun
+ người đóng thế
",stuntman
"- adjective
+ cường tráng , khỏe mạnh
+ cứng cáp, vững chắc
",sturdy
"- adjective
+ còi cọc, kìm hãm
",stunted
"- verb
+ làm chậm sự phát triển, làm cằn cỗi
- noun
+ trò làm thu hút sự chú ý
",stunt
"- adjective
+ tuyệt vời, gây ấn tượng sâu sắc
",stunning
"- adjective
+ lùn mập
",stumpy
"- phrasal verb
+ trả một số tiền
",stump up
"- noun
+ hoàn cảnh gây khó khăn
",stumbling block
"- verb
+ làm choáng váng, đánh bất tỉnh
+ làm sững sờ, làm sửng sốt
",stun
"- noun
+ gốc cây
+ chân, mẩu
+ cọc gôn
- verb
+ đi lộp cộp, cứng nhắc
+ làm ai bí, gây bối rối
",stump
"- verb
+ sẩy chân, trượt chân
+ đi loạng choạng
+ ngần ngại, lưỡng lự
",stumble
"- phrasal verb
+ tìm thấy một cách tình cờ
",stumble across
"- adjective
+ ngột ngạt
+ câu nệ, nghiêm nghị
",stuffy
"- phrasal verb
+ lèn, bịt
",stuff up
"- noun
+ bông nhồi gối
+ hỗn hợp để nhồi trước khi nấu ăn
",stuffing
"- noun
",stuffiness
